sales_key,customer_key,product_key,region_key,date_key,order_id,ship_date,ship_mode,sales,quantity,discount,profit,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag
189,83,172,72,52,US-2022-114510,2022-03-19,Standard Class,80.98,1,0.0,3.2391999999999967,5,Medium,3.999999999999996,77.74080000000001,No Discount,0
190,83,173,72,52,US-2022-114510,2022-03-19,Standard Class,21.36,2,0.0,5.767200000000001,5,Medium,27.0,15.5928,No Discount,0
191,83,174,72,52,US-2022-114510,2022-03-19,Standard Class,82.80000000000001,12,0.0,6.623999999999995,5,Medium,7.999999999999993,76.17600000000002,No Discount,0
192,85,175,46,52,US-2022-152618,2022-03-17,First Class,574.91,2,0.3,156.04699999999997,3,Medium,27.142857142857142,418.863,Medium,0
193,86,176,74,53,US-2022-149958,2022-03-19,Standard Class,45.696,3,0.2,5.140799999999992,4,Medium,11.249999999999982,40.555200000000006,Low,0
194,86,177,74,53,US-2022-149958,2022-03-19,Standard Class,7.218,3,0.7,-5.533800000000001,4,Medium,-76.66666666666669,12.7518,High,1
195,86,178,74,53,US-2022-149958,2022-03-19,Standard Class,43.18800000000001,4,0.7,-31.6712,4,Medium,-73.33333333333331,74.85920000000002,High,1
196,86,179,74,53,US-2022-149958,2022-03-19,Standard Class,131.904,3,0.2,47.8152,4,Medium,36.25,84.08879999999999,Low,0
197,86,180,74,53,US-2022-149958,2022-03-19,Standard Class,142.776,1,0.2,17.84699999999998,4,Medium,12.499999999999984,124.92900000000004,Low,0
198,63,181,75,54,US-2022-157609,2022-03-21,Second Class,471.92,2,0.2,29.49500000000002,5,Medium,6.250000000000004,442.425,Low,0
199,87,182,30,55,US-2022-148838,2022-03-21,Standard Class,1071.576,4,0.4,-553.6476,4,Medium,-51.66666666666667,1625.2236,Medium,1
200,87,183,30,55,US-2022-148838,2022-03-21,Standard Class,1579.746,7,0.4,-447.5946999999999,4,Medium,-28.33333333333332,2027.3407,Medium,1
201,87,184,30,55,US-2022-148838,2022-03-21,Standard Class,613.908,3,0.4,-122.78160000000004,4,Medium,-20.000000000000007,736.6896,Medium,1
202,88,185,76,55,US-2022-118339,2022-03-24,Standard Class,93.78,2,0.0,36.574200000000005,7,Slow,39.00000000000001,57.2058,No Discount,0
203,37,186,77,55,US-2022-164763,2022-03-21,Standard Class,32.67,3,0.0,8.494200000000001,4,Medium,26.0,24.1758,No Discount,0
204,89,187,78,55,US-2022-158442,2022-03-17,Same Day,4.4479999999999995,2,0.2,0.3335999999999999,0,Fast,7.499999999999998,4.1144,Low,0
205,88,188,76,55,US-2022-118339,2022-03-24,Standard Class,19.68,6,0.0,5.707199999999998,7,Slow,28.999999999999982,13.972800000000005,No Discount,0
206,88,189,76,55,US-2022-118339,2022-03-24,Standard Class,35.88,6,0.0,17.2224,7,Slow,48.0,18.6576,No Discount,0
207,37,190,77,55,US-2022-164763,2022-03-21,Standard Class,30.44,2,0.0,14.9156,4,Medium,49.0,15.524400000000002,No Discount,0
208,37,52,77,55,US-2022-164763,2022-03-21,Standard Class,11.43,3,0.0,5.3721,4,Medium,47.0,6.0579,No Discount,0
209,88,71,76,55,US-2022-118339,2022-03-24,Standard Class,53.4,10,0.0,25.098,7,Slow,47.0,28.302,No Discount,0
210,88,109,76,55,US-2022-118339,2022-03-24,Standard Class,47.18,7,0.0,23.59,7,Slow,50.0,23.59,No Discount,0
211,87,191,30,55,US-2022-148838,2022-03-21,Standard Class,155.04,4,0.0,75.9696,4,Medium,49.00000000000001,79.07039999999999,No Discount,0
212,89,192,78,55,US-2022-158442,2022-03-17,Same Day,5.184000000000001,1,0.2,1.8792,0,Fast,36.24999999999999,3.304800000000001,Low,0
213,89,193,78,55,US-2022-158442,2022-03-17,Same Day,15.552000000000003,3,0.2,5.4432,0,Fast,34.99999999999999,10.108800000000002,Low,0
214,87,194,30,55,US-2022-148838,2022-03-21,Standard Class,34.86,7,0.0,16.3842,4,Medium,47.0,18.4758,No Discount,0
215,37,195,77,55,US-2022-164763,2022-03-21,Standard Class,16.0,4,0.0,7.68,4,Medium,48.0,8.32,No Discount,0
216,37,196,77,55,US-2022-164763,2022-03-21,Standard Class,12.96,2,0.0,6.3504000000000005,4,Medium,49.0,6.6096,No Discount,0
217,90,197,17,55,US-2022-127859,2022-03-20,Second Class,126.624,6,0.2,41.15279999999999,3,Medium,32.49999999999999,85.47120000000001,Low,0
218,91,198,79,56,US-2022-111871,2022-03-21,Second Class,1198.33,10,0.15,70.49000000000001,3,Medium,5.882352941176472,1127.84,Low,0
219,92,199,73,56,US-2022-145317,2022-03-23,Standard Class,122.352,3,0.2,15.29399999999999,5,Medium,12.499999999999991,107.05800000000002,Low,0
220,92,200,73,56,US-2022-145317,2022-03-23,Standard Class,30.768,2,0.2,8.076600000000003,5,Medium,26.250000000000007,22.6914,Low,0
221,93,201,80,56,US-2022-131275,2022-03-24,Standard Class,111.0,2,0.0,14.430000000000009,6,Slow,13.000000000000009,96.57,No Discount,0
222,92,202,73,56,US-2022-145317,2022-03-23,Standard Class,8.016,3,0.2,1.0019999999999991,5,Medium,12.49999999999999,7.014000000000001,Low,0
223,92,203,73,56,US-2022-145317,2022-03-23,Standard Class,18.936,3,0.2,5.917499999999999,5,Medium,31.249999999999993,13.0185,Low,0
224,92,67,73,56,US-2022-145317,2022-03-23,Standard Class,21.376,4,0.2,7.481599999999999,5,Medium,35.0,13.8944,Low,0
225,93,31,80,56,US-2022-131275,2022-03-24,Standard Class,1856.19,7,0.0,334.11419999999987,6,Slow,17.999999999999993,1522.0758,No Discount,0
226,93,204,80,56,US-2022-131275,2022-03-24,Standard Class,1279.968,4,0.2,415.98959999999994,6,Slow,32.49999999999999,863.9784000000002,Low,0
227,92,205,73,56,US-2022-145317,2022-03-23,Standard Class,22638.48,6,0.5,-1811.078400000002,5,Medium,-8.000000000000009,24449.5584,Medium,1
228,92,175,73,56,US-2022-145317,2022-03-23,Standard Class,821.3,4,0.5,-16.426000000000045,5,Medium,-2.0000000000000058,837.726,Medium,1
229,94,206,81,57,US-2022-103989,2022-03-21,First Class,20.016,3,0.2,5.504400000000001,2,Fast,27.500000000000007,14.511599999999998,Low,0
230,94,159,81,57,US-2022-103989,2022-03-21,First Class,4.992000000000001,3,0.2,1.3728000000000002,2,Fast,27.500000000000004,3.6192000000000006,Low,0
231,94,92,81,57,US-2022-103989,2022-03-21,First Class,33.57,5,0.7,-25.737,2,Fast,-76.66666666666666,59.307,High,1
232,94,207,81,57,US-2022-103989,2022-03-21,First Class,11.808,4,0.2,3.9852,2,Fast,33.75,7.8228,Low,0
233,94,208,81,57,US-2022-103989,2022-03-21,First Class,26.160000000000004,3,0.2,1.961999999999998,2,Fast,7.499999999999991,24.198000000000008,Low,0
234,94,209,81,57,US-2022-103989,2022-03-21,First Class,170.24,2,0.2,53.19999999999999,2,Fast,31.24999999999999,117.04000000000002,Low,0
235,94,210,81,57,US-2022-103989,2022-03-21,First Class,323.97600000000006,3,0.2,28.34789999999998,2,Fast,8.749999999999993,295.6281000000001,Low,0
236,95,23,82,58,US-2022-155544,2022-03-25,Standard Class,218.376,3,0.2,-10.918799999999983,4,Medium,-4.999999999999992,229.2948,Low,1
237,95,211,82,58,US-2022-155544,2022-03-25,Standard Class,32.952000000000005,3,0.2,6.590399999999999,4,Medium,19.999999999999993,26.361600000000006,Low,0
238,96,212,9,58,US-2022-163223,2022-03-25,Standard Class,9.32,4,0.0,2.702799999999999,4,Medium,28.999999999999982,6.617200000000001,No Discount,0
239,97,213,83,58,US-2022-140004,2022-03-25,Standard Class,6.048,3,0.2,1.5876000000000006,4,Medium,26.250000000000007,4.4604,Low,0
240,97,214,83,58,US-2022-140004,2022-03-25,Standard Class,7.408,2,0.2,1.2037999999999995,4,Medium,16.249999999999993,6.204200000000001,Low,0
241,96,215,9,58,US-2022-163223,2022-03-25,Standard Class,122.94,3,0.0,59.01119999999999,4,Medium,47.99999999999999,63.92880000000001,No Discount,0
242,96,216,9,58,US-2022-163223,2022-03-25,Standard Class,14.4,5,0.0,6.623999999999999,4,Medium,45.99999999999999,7.776000000000002,No Discount,0
243,95,217,82,58,US-2022-155544,2022-03-25,Standard Class,59.20000000000001,5,0.2,22.199999999999996,4,Medium,37.499999999999986,37.000000000000014,Low,0
244,96,218,9,58,US-2022-163223,2022-03-25,Standard Class,122.97,3,0.0,60.255300000000005,4,Medium,49.00000000000001,62.71469999999999,No Discount,0
245,98,219,84,58,US-2022-107405,2022-03-25,Standard Class,16.272000000000002,1,0.2,-3.864600000000002,4,Medium,-23.75000000000001,20.136600000000005,Low,1
246,96,220,9,58,US-2022-163223,2022-03-25,Standard Class,3499.9300000000003,7,0.0,909.9818000000002,4,Medium,26.000000000000007,2589.9482,No Discount,0
247,99,221,85,59,US-2022-148040,2022-03-26,Standard Class,314.352,3,0.2,-35.36460000000001,4,Medium,-11.250000000000004,349.71659999999997,Low,1
248,100,5,86,59,US-2022-129609,2022-03-22,Same Day,16.28,2,0.0,6.5120000000000005,0,Fast,40.0,9.768,No Discount,0
249,101,222,87,59,US-2022-158057,2022-03-26,Standard Class,51.46500000000002,5,0.7,-39.45649999999999,4,Medium,-76.66666666666663,90.9215,High,1
250,101,223,87,59,US-2022-158057,2022-03-26,Standard Class,7.644000000000001,4,0.7,-5.8603999999999985,4,Medium,-76.66666666666664,13.5044,High,1
251,99,224,85,59,US-2022-148040,2022-03-26,Standard Class,74.352,3,0.2,23.234999999999992,4,Medium,31.24999999999999,51.11700000000001,Low,0
252,102,225,88,60,US-2022-164749,2022-03-26,First Class,9.912,3,0.2,3.2213999999999996,3,Medium,32.49999999999999,6.690600000000002,Low,0
253,103,226,89,60,US-2022-120838,2022-03-26,Second Class,330.4,2,0.0,85.904,3,Medium,26.0,244.496,No Discount,0
254,103,227,89,60,US-2022-120838,2022-03-26,Second Class,604.752,6,0.2,37.797000000000025,3,Medium,6.250000000000004,566.9549999999999,Low,0
255,104,228,90,61,US-2022-143637,2022-03-29,Second Class,40.48,2,0.0,14.572799999999996,5,Medium,35.99999999999999,25.907200000000003,No Discount,0
256,105,229,30,61,US-2022-147235,2022-03-28,Standard Class,24.9,5,0.0,11.703,4,Medium,47.0,13.197,No Discount,0
257,89,230,59,62,US-2022-148586,2022-04-01,Standard Class,366.786,7,0.1,65.2064,7,Slow,17.77777777777778,301.5796,Low,0
258,106,231,79,62,US-2022-128237,2022-03-30,Standard Class,25.44,6,0.0,9.9216,5,Medium,38.99999999999999,15.518400000000002,No Discount,0
259,106,232,79,62,US-2022-128237,2022-03-30,Standard Class,14.88,2,0.0,3.7200000000000006,5,Medium,25.000000000000007,11.16,No Discount,0
260,106,188,79,62,US-2022-128237,2022-03-30,Standard Class,6.56,2,0.0,1.9023999999999992,5,Medium,28.999999999999982,4.6576,No Discount,0
261,106,233,79,62,US-2022-128237,2022-03-30,Standard Class,45.48,4,0.0,15.918,5,Medium,35.0,29.562,No Discount,0
262,107,234,91,63,US-2022-141838,2022-03-31,Second Class,3.36,2,0.0,0.8399999999999999,5,Medium,24.999999999999996,2.52,No Discount,0
263,107,102,91,63,US-2022-141838,2022-03-31,Second Class,27.936000000000003,4,0.2,9.428399999999996,5,Medium,33.74999999999998,18.507600000000007,Low,0
264,108,235,92,63,US-2022-100860,2022-03-30,Second Class,18.75,5,0.0,9.0,4,Medium,48.0,9.75,No Discount,0
265,109,236,89,63,US-2022-138436,2022-03-30,Standard Class,66.30000000000001,3,0.0,8.619000000000003,4,Medium,13.000000000000004,57.68100000000001,No Discount,0
266,107,237,91,63,US-2022-141838,2022-03-31,Second Class,28.784,2,0.2,2.878400000000001,5,Medium,10.000000000000004,25.9056,Low,0
267,110,238,93,64,US-2022-117380,2022-04-03,Standard Class,330.588,1,0.4,-143.25480000000002,6,Slow,-43.333333333333336,473.8428,Medium,1
268,111,239,94,64,US-2022-137869,2022-04-02,Standard Class,1184.72,4,0.0,106.62480000000004,5,Medium,9.000000000000002,1078.0952,No Discount,0
269,111,240,94,64,US-2022-137869,2022-04-02,Standard Class,6.12,3,0.0,2.8763999999999994,5,Medium,46.99999999999999,3.2436000000000007,No Discount,0
270,112,241,95,64,US-2022-100881,2022-04-01,Standard Class,302.376,3,0.2,22.678200000000015,4,Medium,7.500000000000005,279.6978,Low,0
271,113,242,96,65,US-2022-137274,2022-04-02,Standard Class,890.8409999999999,3,0.3,-152.7156,4,Medium,-17.142857142857142,1043.5566,Medium,1
272,42,243,79,66,US-2022-131247,2022-04-04,Standard Class,205.666,2,0.15,-12.098,5,Medium,-5.882352941176471,217.764,Low,1
273,114,244,97,66,US-2022-162089,2022-04-01,First Class,127.302,7,0.3,-9.092999999999996,2,Fast,-7.14285714285714,136.395,Medium,1
274,115,245,59,66,US-2022-105151,2022-03-31,First Class,10.5,5,0.0,2.9400000000000004,1,Fast,28.000000000000004,7.56,No Discount,0
275,116,246,98,66,US-2022-169033,2022-04-03,Standard Class,49.65,5,0.0,20.853,4,Medium,42.00000000000001,28.796999999999997,No Discount,0
276,114,247,97,66,US-2022-162089,2022-04-01,First Class,335.72,5,0.2,113.3055,2,Fast,33.75,222.41450000000003,Low,0
277,117,248,35,66,US-2022-133424,2022-04-04,Standard Class,44.400000000000006,3,0.0,22.200000000000003,5,Medium,50.0,22.200000000000003,No Discount,0
278,118,249,99,66,US-2022-113124,2022-04-05,Standard Class,129.3,2,0.0,6.464999999999989,6,Slow,4.999999999999991,122.83500000000002,No Discount,0
279,117,250,35,66,US-2022-133424,2022-04-04,Standard Class,15.84,3,0.0,0.0,5,Medium,0.0,15.84,No Discount,0
280,114,251,97,66,US-2022-162089,2022-04-01,First Class,251.944,7,0.2,88.18039999999998,2,Fast,34.99999999999999,163.7636,Low,0
281,119,252,74,67,US-2022-130428,2022-03-31,Same Day,1125.4879999999998,7,0.2,98.48020000000008,0,Fast,8.750000000000009,1027.0078,Low,0
282,120,253,91,67,US-2022-128055,2022-04-05,Standard Class,52.98,2,0.0,14.834400000000002,5,Medium,28.000000000000007,38.145599999999995,No Discount,0
283,119,213,74,67,US-2022-130428,2022-03-31,Same Day,4.032,2,0.2,1.0584000000000002,0,Fast,26.250000000000007,2.9736,Low,0
284,121,254,23,67,US-2022-101770,2022-04-04,Standard Class,1.8690000000000004,1,0.7,-1.3082999999999996,4,Medium,-69.99999999999996,3.1773,High,1
285,119,255,74,67,US-2022-130428,2022-03-31,Same Day,12.645,5,0.7,-10.116,0,Fast,-80.0,22.761,High,1
286,122,256,100,67,US-2022-104759,2022-04-04,Standard Class,8.133999999999999,7,0.8,-13.827800000000003,4,Medium,-170.00000000000006,21.961800000000004,High,1
287,123,257,60,67,US-2022-112403,2022-03-31,Same Day,0.8520000000000001,1,0.7,-0.5963999999999998,0,Fast,-69.99999999999997,1.4484,High,1
288,120,258,91,67,US-2022-128055,2022-04-05,Standard Class,673.5680000000001,2,0.2,252.588,5,Medium,37.49999999999999,420.98000000000013,Low,0
289,122,259,100,67,US-2022-104759,2022-04-04,Standard Class,79.98400000000001,2,0.2,13.9972,4,Medium,17.499999999999996,65.98680000000002,Low,0
290,116,260,101,68,US-2022-157021,2022-04-06,Second Class,17.088,4,0.2,5.553599999999999,5,Medium,32.49999999999999,11.534400000000002,Low,0
291,124,261,102,68,US-2022-138359,2022-04-06,Standard Class,6.24,2,0.0,3.0576,5,Medium,48.99999999999999,3.1824000000000003,No Discount,0
292,116,248,101,68,US-2022-157021,2022-04-06,Second Class,29.6,2,0.0,14.8,5,Medium,50.0,14.8,No Discount,0
293,124,262,102,68,US-2022-138359,2022-04-06,Standard Class,66.96,4,0.0,2.6783999999999963,5,Medium,3.999999999999995,64.2816,No Discount,0
294,125,263,103,69,US-2022-160276,2022-04-08,Standard Class,177.68,2,0.0,46.1968,6,Slow,26.0,131.4832,No Discount,0
295,126,264,5,69,US-2022-164315,2022-04-08,Standard Class,154.9,5,0.0,40.274,6,Slow,26.0,114.626,No Discount,0
296,67,265,1,69,US-2022-157847,2022-04-06,Second Class,33.48800000000001,7,0.2,10.464999999999998,4,Medium,31.24999999999999,23.02300000000001,Low,0
297,67,266,1,69,US-2022-157847,2022-04-06,Second Class,26.72,5,0.2,9.352,4,Medium,35.0,17.368,Low,0
298,126,267,5,69,US-2022-164315,2022-04-08,Standard Class,15.84,3,0.0,7.128,6,Slow,45.0,8.712,No Discount,0
299,126,268,5,69,US-2022-164315,2022-04-08,Standard Class,1049.93,7,0.0,293.98040000000003,6,Slow,28.000000000000004,755.9496,No Discount,0
300,127,269,104,70,US-2022-112291,2022-04-08,Standard Class,11.16,2,0.0,5.58,5,Medium,50.0,5.58,No Discount,0
301,127,111,104,70,US-2022-112291,2022-04-08,Standard Class,159.98,2,0.0,57.5928,5,Medium,36.0,102.3872,No Discount,0
302,127,120,104,70,US-2022-112291,2022-04-08,Standard Class,62.31,3,0.0,22.4316,5,Medium,36.0,39.8784,No Discount,0
303,104,270,105,71,US-2022-133228,2022-04-09,Standard Class,5.47,1,0.0,2.3521,5,Medium,43.00000000000001,3.1178999999999997,No Discount,0
304,104,271,105,71,US-2022-133228,2022-04-09,Standard Class,79.36,4,0.0,23.807999999999993,5,Medium,29.999999999999993,55.55200000000001,No Discount,0
305,128,272,104,71,US-2022-128685,2022-04-05,First Class,7.184000000000001,2,0.2,2.244999999999999,1,Fast,31.249999999999982,4.939000000000002,Low,0
306,129,273,11,71,US-2022-105172,2022-04-09,Standard Class,18.9,6,0.0,9.072,5,Medium,48.0,9.828,No Discount,0
307,130,192,106,71,US-2022-149538,2022-04-08,Standard Class,12.96,2,0.0,6.3504000000000005,4,Medium,49.0,6.6096,No Discount,0
308,130,274,106,71,US-2022-149538,2022-04-08,Standard Class,19.44,3,0.0,9.3312,4,Medium,48.00000000000001,10.1088,No Discount,0
309,130,275,106,71,US-2022-149538,2022-04-08,Standard Class,232.55,5,0.0,9.301999999999992,4,Medium,3.999999999999997,223.248,No Discount,0
310,130,276,106,71,US-2022-149538,2022-04-08,Standard Class,99.98,2,0.0,42.991400000000006,4,Medium,43.00000000000001,56.9886,No Discount,0
311,131,277,28,72,US-2022-102988,2022-04-09,Second Class,22.959999999999997,7,0.0,6.658399999999997,4,Medium,28.999999999999982,16.3016,No Discount,0
312,132,278,107,72,US-2022-149104,2022-04-07,Second Class,26.7,2,0.0,7.475999999999999,2,Fast,27.999999999999996,19.224,No Discount,0
313,132,214,107,72,US-2022-149104,2022-04-07,Second Class,13.89,3,0.0,4.583699999999999,2,Fast,32.99999999999999,9.3063,No Discount,0
314,131,279,28,72,US-2022-102988,2022-04-09,Second Class,22.959999999999997,7,0.0,7.576799999999999,4,Medium,32.99999999999999,15.3832,No Discount,0
315,133,280,68,72,US-2022-157231,2022-04-09,Standard Class,115.36,7,0.0,56.5264,4,Medium,49.00000000000001,58.8336,No Discount,0
316,132,281,107,72,US-2022-149104,2022-04-07,Second Class,40.2,5,0.0,18.089999999999996,2,Fast,44.99999999999999,22.110000000000007,No Discount,0
317,131,196,28,72,US-2022-102988,2022-04-09,Second Class,12.96,2,0.0,6.3504000000000005,4,Medium,49.0,6.6096,No Discount,0
318,134,282,58,72,US-2022-113887,2022-04-07,First Class,55.48,1,0.0,26.6304,2,Fast,48.00000000000001,28.849599999999995,No Discount,0
319,132,82,107,72,US-2022-149104,2022-04-07,Second Class,689.8199999999999,6,0.0,20.69460000000001,2,Fast,3.0000000000000018,669.1253999999999,No Discount,0
320,135,283,108,72,US-2022-151001,2022-04-07,First Class,52.096,4,0.2,3.907200000000003,2,Fast,7.500000000000007,48.18879999999999,Low,0
321,135,284,108,72,US-2022-151001,2022-04-07,First Class,49.632000000000005,4,0.2,3.7224,2,Fast,7.5,45.909600000000005,Low,0
322,131,285,28,72,US-2022-102988,2022-04-09,Second Class,4164.049999999999,5,0.0,83.28100000000006,4,Medium,2.0000000000000018,4080.7689999999993,No Discount,0
323,131,94,28,72,US-2022-102988,2022-04-09,Second Class,28.99,1,0.0,8.407099999999996,4,Medium,28.999999999999982,20.5829,No Discount,0
324,136,286,6,73,US-2022-102652,2022-04-12,Standard Class,91.96,2,0.0,15.633199999999988,6,Slow,16.999999999999986,76.3268,No Discount,0
325,136,287,6,73,US-2022-102652,2022-04-12,Standard Class,33.11,7,0.0,12.912900000000004,6,Slow,39.000000000000014,20.197099999999995,No Discount,0
326,137,288,56,73,US-2022-169803,2022-04-12,Standard Class,653.55,3,0.0,111.10349999999994,6,Slow,16.999999999999993,542.4465,No Discount,0
327,29,289,3,73,US-2022-118486,2022-04-08,First Class,154.764,3,0.4,-36.11160000000001,2,Fast,-23.33333333333334,190.8756,Medium,1
328,138,290,109,73,US-2022-153808,2022-04-10,Second Class,70.94999999999999,3,0.0,18.447000000000003,4,Medium,26.000000000000007,52.502999999999986,No Discount,0
329,138,291,109,73,US-2022-153808,2022-04-10,Second Class,65.568,2,0.2,23.768399999999996,4,Medium,36.24999999999999,41.7996,Low,0
330,139,292,110,73,US-2022-136742,2022-04-10,Standard Class,44.91000000000001,6,0.7,-35.928,4,Medium,-79.99999999999997,80.83800000000001,High,1
331,136,293,6,73,US-2022-102652,2022-04-12,Standard Class,55.48,1,0.0,26.6304,6,Slow,48.00000000000001,28.849599999999995,No Discount,0
332,136,294,6,73,US-2022-102652,2022-04-12,Standard Class,19.44,3,0.0,9.3312,6,Slow,48.00000000000001,10.1088,No Discount,0
333,29,295,3,73,US-2022-118486,2022-04-08,First Class,10.304000000000002,1,0.2,-2.1896000000000004,2,Fast,-21.25,12.493600000000002,Low,1
334,137,296,56,73,US-2022-169803,2022-04-12,Standard Class,33.9,2,0.0,2.033999999999999,6,Slow,5.999999999999997,31.866,No Discount,0
335,138,297,109,73,US-2022-153808,2022-04-10,Second Class,299.96999999999997,3,0.0,131.98680000000002,4,Medium,44.000000000000014,167.98319999999995,No Discount,0
336,29,298,3,73,US-2022-118486,2022-04-08,First Class,116.784,2,0.2,21.89699999999999,2,Fast,18.749999999999993,94.887,Low,0
337,140,299,111,74,US-2022-124023,2022-04-10,First Class,8.96,2,0.0,2.7775999999999996,3,Medium,30.999999999999993,6.182400000000001,No Discount,0
338,141,300,63,74,US-2022-128846,2022-04-12,Standard Class,122.97,3,0.0,60.255300000000005,5,Medium,49.00000000000001,62.71469999999999,No Discount,0
339,142,301,112,74,US-2022-165806,2022-04-07,Same Day,58.32000000000001,9,0.0,27.9936,0,Fast,47.99999999999999,30.326400000000007,No Discount,0
340,141,241,63,74,US-2022-128846,2022-04-12,Standard Class,629.9499999999999,5,0.0,163.78700000000003,5,Medium,26.000000000000007,466.1629999999999,No Discount,0
